data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2024,61864156,,5
2024,61864157,,51
2024,61864183,,51
2024,61864285,,51
2024,61864165,,51
2024,61864166,,17
2024,61864180,,51
2024,61864168,,51
2024,61864182,,51
2024,61864213,,51
2024,61864190,,51
2024,61864198,,51
2024,61864203,,51
2024,61864216,,51
2024,61864233,,51
2024,61864262,,51
2024,61864222,,5
2024,61864243,,51
2024,61864223,,51
2024,61864224,,51
2024,61864225,,52
2024,61864304,,51
2024,61864247,,51
2024,61864248,,51
2024,61864249,,51
2024,61864273,,51
2024,61864284,,51
2024,61864351,,51
2024,61864320,,51
2024,61864332,,51
2024,61864350,,51
2024,61864301,,51
2024,61864327,,51
2024,61864329,,51
2024,61864339,,51
2024,61864340,,51
2024,61864356,,51
2024,61864330,,51
2024,61864352,,51
2024,61864394,,5
2024,61864395,,51
2024,61864412,,5
2024,61864463,,51
2024,61864426,,51
