data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2024,12,180494033,10.800,1,17171735
2024,12,180494121,2.140,1,17171746
2024,2,180494217,0.600,1,17171754
2024,2,187072528,0.100,1,18164914
2024,5,180494159,2.000,1,17171751
2024,2,185876213,0.010,1,17987332
2024,5,180494287,21.100,1,17171761
2024,5,180494282,0.500,1,17171760
2024,2,180494331,0.100,1,17171766
2024,16,180494267,0.100,1,17171756
2024,2,180494345,0.100,1,17171768
2024,5,181870104,0.100,1,17374322
2024,5,181870212,6.000,1,17374357
2024,5,181870095,4.400,1,17374314
2024,5,181870154,8.100,1,17374331
2024,12,194021341,0.250,1,19198842
2024,5,181870192,3.200,1,17374345
2024,5,181870152,0.300,1,17374330
2024,2,194021369,5.900,1,19198861
2024,8,181870162,1.500,1,17374333
2024,2,181870162,0.100,1,17374334
2024,5,181870188,1.500,1,17374344
2024,2,181870283,0.010,1,17374369
2024,8,198946753,110.400,1,19881244
2024,5,181870361,25.400,1,17374393
2024,12,181870417,26.500,1,17374414
2024,8,181870462,1.600,1,17374425
2024,12,181870511,1.300,1,17374438
2024,12,181870670,0.100,1,17374481
2024,8,181870510,2.000,1,17374437
2024,12,194021381,0.400,1,19198871
2024,5,181870624,9.000,1,17374470
2024,12,194021413,0.200,1,19198882
2024,5,181870663,1.000,1,17374477
2024,16,181870740,1.000,9,17374497
2024,8,181870762,0.100,1,17374502
2024,5,181870762,2.600,1,17374503
2024,12,181870728,0.100,1,17374495
2024,5,181870840,8.300,1,17374514
2024,5,181870862,2.600,1,17374520
2024,5,181870755,34.700,1,17374501
2024,8,181870769,0.100,1,17374504
2024,5,181870773,1.500,1,17374505
2024,8,194021455,4.000,1,19198888
2024,5,181870870,12.200,1,17374521
2024,12,181870843,4.700,1,17374515
2024,8,181870843,0.400,1,17374516
2024,2,194021343,16.900,1,19198843
2024,5,194021343,23.900,1,19198844
2024,5,181870973,20.700,1,17374533
2024,5,185876212,16.000,1,17987331
2024,12,181870960,0.500,1,17374531
2024,5,181870984,1.000,1,17374534
2024,12,198946760,1.100,1,19881249
2024,5,181870951,1.000,1,17374530
2024,5,181871017,1.900,1,17374537
2024,5,181871007,4.700,1,17374535
2024,12,181871035,1.900,1,17374541
2024,8,194021364,0.100,1,19198856
2024,2,181871135,0.500,1,17374551
2024,16,181871287,2.000,9,17374575
2024,16,181871400,4.000,9,17374600
2024,2,181871457,7.200,1,17374615
2024,5,181871390,5.600,1,17374595
2024,5,181871352,10.300,1,17374588
2024,5,181871459,3.700,1,17374616
2024,5,183105523,28.500,1,17564018
2024,5,181871499,4.830,1,17374633
2024,16,181871524,0.200,1,17374638
2024,2,187069227,34.600,1,18163874
2024,12,181871501,0.100,1,17374634
2024,5,181871381,7.800,1,17374594
2024,16,181871403,1.000,9,17374602
2024,8,181871441,0.200,1,17374611
2024,5,181871422,0.600,1,17374606
2024,8,181871422,2.100,1,17374607
2024,2,181871626,0.200,1,17374652
2024,8,181871605,2.600,1,17374649
2024,5,195465319,0.211,3,19386859
2024,12,195465486,0.095,3,19386917
2024,5,195465526,0.052,3,19386935
2024,12,198947725,0.606,3,19881723
2024,12,198947732,0.098,3,19881730
2024,5,190725302,1.000,9,18714090
2024,12,190725330,1.500,1,18714099
2024,5,190725330,4.000,1,18714100
2024,5,190725319,1.100,1,18714093
2024,5,190725319,1.000,9,18714094
2024,5,190725556,3.400,1,18714134
2024,5,190725456,2.000,9,18714121
2024,2,190725496,0.600,1,18714128
2024,5,190725579,3.500,1,18714140
2024,12,190725449,4.750,1,18714119
2024,16,190725577,1.000,9,18714139
2024,5,190725539,101.000,9,18714131
2024,5,190725539,3.700,1,18714132
2024,5,190725658,3.000,9,18714148
2024,5,190725658,2.800,1,18714149
2024,5,190725562,1.000,1,18714136
2024,2,190725615,16.900,1,18714145
2024,12,190725569,1.000,1,18714137
2024,16,190725569,0.800,1,18714138
2024,5,197050085,1.000,1,19598614
2024,5,190725589,2.800,1,18714142
2024,5,190725631,1.000,9,18714147
2024,5,190725682,3.800,1,18714152
2024,5,190725669,1.000,11,18714150
2024,5,190725691,1.000,9,18714153
2024,15,190725691,27.000,9,18714154
2024,5,190725677,4.000,1,18714151
2024,5,192810271,3.800,1,19018362
2024,5,192810271,9.000,9,19018363
2024,5,190725705,1.700,1,18714155
2024,12,190725746,0.500,1,18714156
2024,12,194028496,2.300,1,19200850
2024,5,190725795,1.000,9,18714164
2024,5,192810429,4.000,1,19018396
2024,5,190725763,0.500,1,18714160
2024,5,195491796,16.100,1,19393333
2024,5,195491796,3.000,9,19393334
2024,5,194028508,15.700,1,19200852
2024,5,190725821,48.000,1,18714169
2024,12,190725853,4.000,1,18714177
2024,12,190725800,1.500,1,18714165
2024,12,194028893,8.300,1,19200905
2024,5,190725784,1.000,9,18714162
2024,5,192810306,66.800,1,19018371
2024,5,197049986,1.000,9,19598601
2024,5,197050039,4.200,1,19598606
2024,5,197050039,1.000,9,19598607
2024,5,197050039,1.000,11,19598608
2024,5,190725881,1.000,11,18714180
2024,5,192810340,2.600,1,19018377
2024,5,192810340,1.000,11,19018378
2024,16,192810322,1.000,9,19018372
2024,12,192810322,5.500,1,19018373
2024,5,190725846,72.200,1,18714171
2024,5,190725846,1.000,9,18714172
2024,12,190725846,28.000,9,18714173
2024,5,190725833,2.400,1,18714170
2024,5,195491988,0.500,1,19393351
2024,17,190725948,2.000,9,18714191
2024,5,192810556,13.300,1,19018412
2024,5,192810556,1.000,9,19018413
2024,12,192810556,6.200,1,19018414
2024,5,190725885,42.800,1,18714182
2024,5,190725885,6.000,9,18714183
2024,5,190726036,2.000,9,18714202
2024,5,192810242,37.900,1,19018354
2024,5,192810242,2.000,9,19018355
2024,12,190726001,5.000,1,18714200
2024,5,190725982,156.000,1,18714199
2024,5,190725978,78.030,1,18714198
2024,17,192810382,1.400,1,19018390
2024,17,190726065,1.000,9,18714211
2024,12,195492003,0.200,1,19393352
2024,5,190726046,0.500,1,18714205
2024,5,192810272,4.000,1,19018364
2024,5,192810374,84.000,1,19018386
2024,5,190725966,0.400,1,18714192
2024,5,190725966,2.000,9,18714193
2024,12,190726119,0.200,1,18714218
2024,5,190726119,0.100,1,18714219
2024,12,192810300,1.000,1,19018370
2024,16,192810331,5.000,1,19018376
2024,12,190726047,4.000,1,18714206
2024,5,192810287,4.000,1,19018365
2024,5,190726035,9.500,1,18714201
2024,5,190726035,1.000,9,18714203
2024,12,192810402,0.600,1,19018393
2024,12,190726162,7.000,1,18714223
2024,12,190726097,0.200,1,18714217
2024,5,190726087,39.500,1,18714213
2024,5,192810439,8.500,1,19018397
2024,16,190726128,0.500,1,18714220
2024,4,190726137,0.400,1,18714221
2024,12,192810554,1.900,1,19018411
2024,5,190726157,4.000,1,18714222
2024,5,198961233,83.000,1,19886197
2024,5,198961233,1.000,9,19886198
2024,17,190726198,1.000,1,18714229
2024,12,190726204,0.300,1,18714231
2024,13,190726296,71.000,9,18714241
2024,12,190726296,5.000,9,18714243
2024,5,190726250,33.000,9,18714237
2024,5,190726250,79.000,1,18714238
2024,5,190726285,1.000,11,18714240
2024,5,190726196,7.600,1,18714228
2024,12,194029528,1.000,9,19201006
2024,5,190726251,2.100,1,18714239
