data_year,weapon_id,offense_id,nibrs_weapon_id
2024,41,228685781,
2024,21,228685855,
2024,41,228685856,
2024,41,228685975,
2024,41,228685944,
2024,41,228686061,
2024,39,228685964,
2024,39,228686100,
2024,41,228685948,
2024,41,228685995,
2024,41,228685973,
2024,41,228686004,
2024,41,228686175,
2024,41,228686226,
2024,41,228686020,
2024,1,228686082,
2024,41,228686201,
2024,41,228686081,
2024,41,228686164,
2024,5,228686160,
2024,41,228686250,
2024,41,228686295,
2024,5,228686246,
2024,1,228686196,
2024,41,228686330,
2024,41,228686421,
2024,35,228686287,
2024,41,228686496,
2024,41,228686605,
2024,41,228686325,
2024,41,228686395,
2024,38,228686438,
2024,41,228686495,
2024,41,228686422,
2024,41,228686472,
2024,41,228686425,
2024,41,228686565,
2024,5,228686617,
2024,41,228686424,
2024,41,228686608,
2024,1,228686683,
2024,41,228686737,
2024,41,228686801,
2024,41,228686676,
2024,41,228686592,
2024,41,228686693,
2024,41,228686803,
2024,5,228686603,
2024,41,228686774,
2024,41,228686812,
2024,41,228686858,
2024,42,228687066,
2024,41,228687005,
2024,41,228686959,
2024,39,228687373,
2024,41,228687098,
2024,38,228686924,
2024,41,228687155,
2024,39,228687252,
2024,41,228687255,
2024,41,228687171,
2024,9,228687202,
2024,41,228687435,
2024,42,228687227,
2024,21,228687188,
2024,39,228687225,
2024,41,228687461,
2024,41,228687370,
2024,41,228687360,
2024,38,228687361,
2024,5,228687500,
2024,41,228687545,
2024,31,228687423,
2024,41,228687424,
2024,21,228687465,
2024,41,228687466,
2024,41,228687496,
2024,41,232414535,
2024,41,228687487,
2024,41,239867957,
2024,41,232416222,
2024,21,228687582,
2024,41,228687583,
2024,41,228687681,
2024,41,228687529,
2024,41,228687731,
2024,38,228687626,
2024,41,228687647,
2024,38,232414598,
2024,21,232416275,
2024,42,232416299,
2024,41,232414750,
2024,41,232414704,
2024,41,232414736,
2024,41,232416457,
2024,41,232416357,
2024,41,232415008,
2024,41,232416491,
2024,41,232414909,
2024,41,232415014,
2024,41,232416421,
2024,41,232414919,
2024,5,232415045,
2024,38,232415157,
2024,41,232415024,
2024,41,232415025,
2024,39,232416568,
2024,41,232416643,
2024,17,232414992,
2024,5,232416654,
2024,41,232416553,
2024,5,232415172,
2024,41,232416639,
2024,41,232415238,
2024,41,232416781,
2024,42,238215004,
2024,41,238215074,
2024,42,238215020,
2024,41,238215064,
2024,42,238215080,
2024,42,238215122,
2024,41,238215072,
2024,41,238215109,
2024,38,238215184,
2024,41,238215159,
2024,5,238215253,
2024,9,238215253,
2024,42,238215225,
2024,42,238215242,
2024,38,238215313,
2024,38,238215221,
2024,41,238215257,
2024,41,238215316,
2024,41,238215342,
2024,41,238215422,
2024,42,238215382,
2024,38,238215391,
2024,41,238215426,
2024,42,238215503,
2024,42,238215596,
2024,42,238215620,
2024,41,238215671,
2024,41,238215663,
2024,42,238215613,
2024,41,238215677,
2024,1,238215748,
2024,41,238215695,
2024,42,238215847,
2024,41,238215869,
2024,1,238215909,
2024,41,238215829,
2024,32,238216221,
2024,1,238215949,
2024,41,238215802,
2024,38,238215844,
2024,41,238215952,
2024,41,238215923,
2024,41,238215946,
2024,38,238216035,
2024,41,238216027,
2024,41,238215993,
2024,42,238216096,
2024,5,238216129,
2024,38,238216050,
2024,42,238216083,
2024,42,238216226,
2024,42,238216293,
2024,13,238216337,
2024,5,238216392,
2024,41,238216507,
2024,41,238216474,
2024,1,238216365,
2024,41,238216449,
2024,1,238216418,
2024,42,238216492,
2024,42,238216457,
2024,42,238216506,
2024,42,238216413,
2024,41,238216566,
2024,41,238216462,
2024,5,238216483,
2024,41,238216661,
2024,41,238216513,
2024,42,238216546,
2024,41,238216609,
2024,41,238216664,
2024,38,238216526,
2024,42,238216540,
2024,41,238216625,
2024,41,238216583,
2024,41,238216666,
2024,41,238217854,
2024,38,238216605,
2024,41,238216673,
2024,41,238216700,
2024,41,238216708,
2024,41,238216768,
2024,41,238216734,
2024,41,238216760,
2024,41,238216792,
2024,41,238216692,
2024,41,238216712,
2024,1,243952450,
2024,38,238216791,
2024,42,238216957,
2024,42,238217161,
2024,38,238216974,
2024,42,238216873,
2024,41,238217179,
2024,41,238216877,
2024,42,238216959,
2024,41,238217025,
2024,41,238216980,
2024,41,238217116,
2024,41,238217049,
2024,41,238217053,
2024,41,238217135,
2024,41,238217154,
2024,41,238217267,
2024,41,238217233,
2024,41,238217091,
2024,41,238217264,
2024,41,238217127,
2024,42,238217262,
2024,41,238217237,
2024,42,238217259,
2024,42,238217293,
2024,42,238217344,
2024,38,238217394,
2024,42,238217207,
2024,42,238217226,
